cohort_id,covariate_id,mean,sd,database_id
23,1502809410,0.0455,0.2133,CMSDESynPUF1k
23,961145410,-0.0057,NA,CMSDESynPUF1k
23,1101554410,0.0352,0.1878,CMSDESynPUF1k
23,1344905410,0.0125,0.1119,CMSDESynPUF1k
23,701322410,0.0125,0.1119,CMSDESynPUF1k
23,21604840410,0.0148,0.1216,CMSDESynPUF1k
23,901656410,0.0102,0.1012,CMSDESynPUF1k
23,966956410,-0.0057,NA,CMSDESynPUF1k
23,21600583410,0.008,0.0892,CMSDESynPUF1k
23,1553610410,0.008,0.0892,CMSDESynPUF1k
23,21600934410,0.008,0.0892,CMSDESynPUF1k
23,40171093410,-0.0057,NA,CMSDESynPUF1k
23,21604125410,0.0068,0.0826,CMSDESynPUF1k
23,901845410,-0.0057,NA,CMSDESynPUF1k
23,1130863410,0.0284,0.1686,CMSDESynPUF1k
23,21603303410,0.0284,0.1686,CMSDESynPUF1k
23,21600972410,0.0307,0.1753,CMSDESynPUF1k
23,21603830410,0.008,0.0892,CMSDESynPUF1k
23,1436678410,0.0068,0.0826,CMSDESynPUF1k
23,1524674410,-0.0057,NA,CMSDESynPUF1k
23,21602262410,0.017,0.1306,CMSDESynPUF1k
23,21605120410,0.0114,0.1067,CMSDESynPUF1k
23,21604593410,0.0091,0.0954,CMSDESynPUF1k
23,21601434410,0.0409,0.2024,CMSDESynPUF1k
23,705103410,0.0284,0.1686,CMSDESynPUF1k
23,766814410,0.033,0.1816,CMSDESynPUF1k
23,950098410,0.0091,0.0954,CMSDESynPUF1k
23,904250410,0.0159,0.1262,CMSDESynPUF1k
23,21604968410,0.0091,0.0954,CMSDESynPUF1k
23,21603079410,0.0227,0.1508,CMSDESynPUF1k
23,21600360410,0.0125,0.1119,CMSDESynPUF1k
23,40170818410,-0.0057,NA,CMSDESynPUF1k
23,21604104410,0.0068,0.0826,CMSDESynPUF1k
23,1140643410,0.0068,0.0826,CMSDESynPUF1k
23,19073031410,-0.0057,NA,CMSDESynPUF1k
23,19077884410,-0.0057,NA,CMSDESynPUF1k
23,951469410,0.008,0.0892,CMSDESynPUF1k
22,791967410,-0.1923,NA,CMSDESynPUF1k
22,21602723410,0.4231,0.6628,CMSDESynPUF1k
22,21602099410,-0.1923,NA,CMSDESynPUF1k
22,21600033410,-0.1923,NA,CMSDESynPUF1k
22,21600381410,0.3077,0.5653,CMSDESynPUF1k
22,1398937410,-0.1923,NA,CMSDESynPUF1k
22,21602753410,0.5,0.7206,CMSDESynPUF1k
23,1036525410,-0.0057,NA,CMSDESynPUF1k
23,1383815410,0.0216,0.147,CMSDESynPUF1k
23,1703687410,0.0159,0.1262,CMSDESynPUF1k
23,969444410,0.0068,0.0826,CMSDESynPUF1k
23,950370410,-0.0057,NA,CMSDESynPUF1k
23,1354860410,-0.0057,NA,CMSDESynPUF1k
23,1325608410,0.0114,0.1067,CMSDESynPUF1k
23,21604070410,0.0114,0.1067,CMSDESynPUF1k
23,1135710410,-0.0057,NA,CMSDESynPUF1k
23,21602657410,0.0136,0.1168,CMSDESynPUF1k
23,924566410,-0.0057,NA,CMSDESynPUF1k
23,978555410,0.0307,0.1753,CMSDESynPUF1k
22,21605126410,0.2308,0.4895,CMSDESynPUF1k
22,21601160410,-0.1923,NA,CMSDESynPUF1k
22,21601153410,0.1923,0.4469,CMSDESynPUF1k
22,1545958410,0.2308,0.4895,CMSDESynPUF1k
22,21602969410,-0.1923,NA,CMSDESynPUF1k
22,21605227410,0.3077,0.5653,CMSDESynPUF1k
23,1116031410,-0.0057,NA,CMSDESynPUF1k
23,21601772410,-0.0057,NA,CMSDESynPUF1k
23,40172684410,-0.0057,NA,CMSDESynPUF1k
23,40170840410,-0.0057,NA,CMSDESynPUF1k
23,905233410,0.008,0.0892,CMSDESynPUF1k
22,21601666410,0.3462,0.5996,CMSDESynPUF1k
22,21605042410,-0.1923,NA,CMSDESynPUF1k
22,21600191410,-0.1923,NA,CMSDESynPUF1k
22,953076410,-0.1923,NA,CMSDESynPUF1k
22,1103314410,-0.1923,NA,CMSDESynPUF1k
22,1114220410,-0.1923,NA,CMSDESynPUF1k
22,1126658410,-0.1923,NA,CMSDESynPUF1k
22,1139993410,-0.1923,NA,CMSDESynPUF1k
22,1370109410,-0.1923,NA,CMSDESynPUF1k
23,757688410,0.017,0.1306,CMSDESynPUF1k
23,21602408410,-0.0057,NA,CMSDESynPUF1k
23,987245410,0.0091,0.0954,CMSDESynPUF1k
23,1750928410,-0.0057,NA,CMSDESynPUF1k
23,19093848410,0.0114,0.1067,CMSDESynPUF1k
23,21601019410,0.0091,0.0954,CMSDESynPUF1k
23,19084670410,0.0068,0.0826,CMSDESynPUF1k
23,42801254410,-0.0057,NA,CMSDESynPUF1k
23,42801272410,-0.0057,NA,CMSDESynPUF1k
23,42801309410,-0.0057,NA,CMSDESynPUF1k
23,937368410,-0.0057,NA,CMSDESynPUF1k
23,1510202410,0.0091,0.0954,CMSDESynPUF1k
23,19014158410,-0.0057,NA,CMSDESynPUF1k
23,40162054410,-0.0057,NA,CMSDESynPUF1k
22,797399410,-0.1923,NA,CMSDESynPUF1k
22,931973410,-0.1923,NA,CMSDESynPUF1k
22,21601131410,-0.1923,NA,CMSDESynPUF1k
22,21601888410,-0.1923,NA,CMSDESynPUF1k
22,21604848410,-0.1923,NA,CMSDESynPUF1k
22,21604600410,-0.1923,NA,CMSDESynPUF1k
22,915175410,-0.1923,NA,CMSDESynPUF1k
22,939506410,-0.1923,NA,CMSDESynPUF1k
22,1307046410,0.2308,0.4895,CMSDESynPUF1k
23,40168316410,-0.0057,NA,CMSDESynPUF1k
23,1316354410,0.0091,0.0954,CMSDESynPUF1k
23,1710612410,0.0182,0.1349,CMSDESynPUF1k
22,1124300410,-0.1923,NA,CMSDESynPUF1k
22,1548195410,-0.1923,NA,CMSDESynPUF1k
23,19011773410,-0.0057,NA,CMSDESynPUF1k
23,40162243410,-0.0057,NA,CMSDESynPUF1k
23,40170483410,-0.0057,NA,CMSDESynPUF1k
23,21603060410,0.0125,0.1119,CMSDESynPUF1k
23,40163670410,-0.0057,NA,CMSDESynPUF1k
23,40163710410,-0.0057,NA,CMSDESynPUF1k
23,19111620410,-0.0057,NA,CMSDESynPUF1k
23,19037038410,0.008,0.0892,CMSDESynPUF1k
23,40162152410,-0.0057,NA,CMSDESynPUF1k
22,21605067410,-0.1923,NA,CMSDESynPUF1k
23,19080368410,-0.0057,NA,CMSDESynPUF1k
23,1125765410,-0.0057,NA,CMSDESynPUF1k
23,21602318410,-0.0057,NA,CMSDESynPUF1k
23,1595799410,-0.0057,NA,CMSDESynPUF1k
23,40161488410,-0.0057,NA,CMSDESynPUF1k
23,939976410,-0.0057,NA,CMSDESynPUF1k
23,1586640410,0.008,0.0892,CMSDESynPUF1k
23,40161553410,-0.0057,NA,CMSDESynPUF1k
22,1308368410,-0.1923,NA,CMSDESynPUF1k
22,1331270410,0.2308,0.4895,CMSDESynPUF1k
23,990069410,-0.0057,NA,CMSDESynPUF1k
22,1301125410,-0.1923,NA,CMSDESynPUF1k
22,21601119410,0.1923,0.4469,CMSDESynPUF1k
22,1308738410,-0.1923,NA,CMSDESynPUF1k
23,19036391410,-0.0057,NA,CMSDESynPUF1k
23,21603741410,-0.0057,NA,CMSDESynPUF1k
23,1704183410,0.0114,0.1067,CMSDESynPUF1k
23,40161742410,-0.0057,NA,CMSDESynPUF1k
23,21601763410,-0.0057,NA,CMSDESynPUF1k
23,1747005410,-0.0057,NA,CMSDESynPUF1k
23,900093410,-0.0057,NA,CMSDESynPUF1k
22,21603829410,-0.1923,NA,CMSDESynPUF1k
22,21601078410,-0.1923,NA,CMSDESynPUF1k
23,40161906410,-0.0057,NA,CMSDESynPUF1k
23,40175834410,-0.0057,NA,CMSDESynPUF1k
23,40161146410,-0.0057,NA,CMSDESynPUF1k
23,40161722410,-0.0057,NA,CMSDESynPUF1k
23,19050087410,-0.0057,NA,CMSDESynPUF1k
23,939134410,-0.0057,NA,CMSDESynPUF1k
23,1707800410,-0.0057,NA,CMSDESynPUF1k
23,21603838410,-0.0057,NA,CMSDESynPUF1k
23,19006186410,-0.0057,NA,CMSDESynPUF1k
23,21600521410,-0.0057,NA,CMSDESynPUF1k
23,19069149410,-0.0057,NA,CMSDESynPUF1k
23,19088571410,-0.0057,NA,CMSDESynPUF1k
23,1114620410,-0.0057,NA,CMSDESynPUF1k
23,1777417410,-0.0057,NA,CMSDESynPUF1k
23,19026707410,-0.0057,NA,CMSDESynPUF1k
22,21604416410,-0.1923,NA,CMSDESynPUF1k
22,740275410,-0.1923,NA,CMSDESynPUF1k
22,21603479410,-0.1923,NA,CMSDESynPUF1k
22,21601043410,-0.1923,NA,CMSDESynPUF1k
23,1517070410,-0.0057,NA,CMSDESynPUF1k
22,21602840410,-0.1923,NA,CMSDESynPUF1k
22,21604491410,-0.1923,NA,CMSDESynPUF1k
23,1126128410,0.0068,0.0826,CMSDESynPUF1k
23,1189458410,-0.0057,NA,CMSDESynPUF1k
23,1711523410,-0.0057,NA,CMSDESynPUF1k
23,19010128410,-0.0057,NA,CMSDESynPUF1k
22,717607410,-0.1923,NA,CMSDESynPUF1k
23,40161706410,-0.0057,NA,CMSDESynPUF1k
23,1138050410,-0.0057,NA,CMSDESynPUF1k
23,1503057410,-0.0057,NA,CMSDESynPUF1k
23,943030410,-0.0057,NA,CMSDESynPUF1k
23,976309410,-0.0057,NA,CMSDESynPUF1k
22,21600632410,-0.1923,NA,CMSDESynPUF1k
22,1742253410,-0.1923,NA,CMSDESynPUF1k
23,1782521410,-0.0057,NA,CMSDESynPUF1k
23,1381504410,-0.0057,NA,CMSDESynPUF1k
23,902950410,-0.0057,NA,CMSDESynPUF1k
22,529411410,-0.1923,NA,CMSDESynPUF1k
22,21601617410,-0.1923,NA,CMSDESynPUF1k
22,920458410,-0.1923,NA,CMSDESynPUF1k
22,1000995410,-0.1923,NA,CMSDESynPUF1k
22,1636780410,-0.1923,NA,CMSDESynPUF1k
22,21600483410,-0.1923,NA,CMSDESynPUF1k
22,914335410,-0.1923,NA,CMSDESynPUF1k
22,21600643410,-0.1923,NA,CMSDESynPUF1k
22,1331235410,-0.1923,NA,CMSDESynPUF1k
22,1367571410,-0.1923,NA,CMSDESynPUF1k
22,1395557410,-0.1923,NA,CMSDESynPUF1k
23,21604248410,-0.0057,NA,CMSDESynPUF1k
23,939881410,-0.0057,NA,CMSDESynPUF1k
23,1381253410,-0.0057,NA,CMSDESynPUF1k
22,1353776410,-0.1923,NA,CMSDESynPUF1k
23,21604635410,0.1284,0.3585,CMSDESynPUF1k
23,749910410,0.042,0.2052,CMSDESynPUF1k
23,21603692410,0.0545,0.2337,CMSDESynPUF1k
23,21601532410,0.1943,0.4411,CMSDESynPUF1k
23,966991410,0.0636,0.2524,CMSDESynPUF1k
23,21601462410,0.3875,0.6228,CMSDESynPUF1k
23,21605007410,0.5545,0.7451,CMSDESynPUF1k
23,21603933410,0.3205,0.5664,CMSDESynPUF1k
23,21604343410,0.3864,0.6219,CMSDESynPUF1k
23,1201620410,0.133,0.3648,CMSDESynPUF1k
23,1310149410,0.1455,0.3816,CMSDESynPUF1k
23,1314002410,0.1341,0.3664,CMSDESynPUF1k
23,1322184410,0.05,0.2237,CMSDESynPUF1k
23,1395058410,0.1045,0.3235,CMSDESynPUF1k
23,1592085410,0.2261,0.4758,CMSDESynPUF1k
23,21601195410,0.1614,0.4019,CMSDESynPUF1k
23,21604600410,0.0216,0.147,CMSDESynPUF1k
23,21604564410,0.2375,0.4876,CMSDESynPUF1k
23,21603327410,0.2455,0.4957,CMSDESynPUF1k
23,21601032410,0.0136,0.1168,CMSDESynPUF1k
23,19059528410,-0.0057,NA,CMSDESynPUF1k
23,21604793410,0.05,0.2237,CMSDESynPUF1k
23,21604421410,0.0568,0.2385,CMSDESynPUF1k
22,21604490410,0.3077,0.5653,CMSDESynPUF1k
22,975125410,-0.1923,NA,CMSDESynPUF1k
23,21600397410,0.0602,0.2456,CMSDESynPUF1k
23,21600745410,0.2068,0.455,CMSDESynPUF1k
22,21601853410,0.7692,0.8938,CMSDESynPUF1k
23,721724410,0.0705,0.2656,CMSDESynPUF1k
23,798834410,0.0102,0.1012,CMSDESynPUF1k
23,21600601410,0.0807,0.2842,CMSDESynPUF1k
23,21600602410,0.0807,0.2842,CMSDESynPUF1k
23,21603241410,0.075,0.274,CMSDESynPUF1k
23,21600652410,0.1125,0.3356,CMSDESynPUF1k
23,21603491410,0.0534,0.2312,CMSDESynPUF1k
23,21604296410,0.0602,0.2456,CMSDESynPUF1k
23,21603305410,0.0398,0.1995,CMSDESynPUF1k
23,21605125410,0.2011,0.4487,CMSDESynPUF1k
23,1192710410,0.0557,0.2361,CMSDESynPUF1k
23,21601240410,0.1136,0.3373,CMSDESynPUF1k
23,1502855410,0.0307,0.1753,CMSDESynPUF1k
23,21602515410,0.1114,0.3339,CMSDESynPUF1k
23,21601910410,0.0261,0.1618,CMSDESynPUF1k
23,21601153410,0.1568,0.3962,CMSDESynPUF1k
23,21600884410,0.1511,0.389,CMSDESynPUF1k
23,21602666410,0.117,0.3423,CMSDESynPUF1k
23,1367500410,0.0591,0.2432,CMSDESynPUF1k
23,40226742410,0.0852,0.2921,CMSDESynPUF1k
23,21605059410,0.0364,0.1908,CMSDESynPUF1k
23,21600195410,0.0091,0.0954,CMSDESynPUF1k
23,1167322410,0.0614,0.2479,CMSDESynPUF1k
23,1308842410,0.1102,0.3322,CMSDESynPUF1k
23,21600409410,0.1125,0.3356,CMSDESynPUF1k
23,21601888410,0.0739,0.2719,CMSDESynPUF1k
23,21604148410,0.0739,0.2719,CMSDESynPUF1k
23,21603311410,0.1148,0.339,CMSDESynPUF1k
23,21605348410,0.0364,0.1908,CMSDESynPUF1k
23,1560524410,0.0364,0.1908,CMSDESynPUF1k
23,705178410,0.0136,0.1168,CMSDESynPUF1k
23,733523410,0.0182,0.1349,CMSDESynPUF1k
23,21603765410,-0.0057,NA,CMSDESynPUF1k
23,21600509410,0.0318,0.1785,CMSDESynPUF1k
23,21600511410,0.0284,0.1686,CMSDESynPUF1k
23,21604269410,0.1295,0.3601,CMSDESynPUF1k
23,1314865410,-0.0057,NA,CMSDESynPUF1k
23,1317640410,0.008,0.0892,CMSDESynPUF1k
23,1771162410,0.0534,0.2312,CMSDESynPUF1k
23,21603679410,0.0636,0.2524,CMSDESynPUF1k
23,945286410,0.0636,0.2524,CMSDESynPUF1k
23,21602507410,0.0511,0.2263,CMSDESynPUF1k
23,1551673410,0.025,0.1582,CMSDESynPUF1k
23,797617410,0.0591,0.2432,CMSDESynPUF1k
23,21603249410,0.1068,0.327,CMSDESynPUF1k
23,1154343410,0.0977,0.3128,CMSDESynPUF1k
23,21602759410,0.0398,0.1995,CMSDESynPUF1k
23,1836503410,0.0068,0.0826,CMSDESynPUF1k
23,21603812410,0.0511,0.2263,CMSDESynPUF1k
23,933724410,0.0102,0.1012,CMSDESynPUF1k
23,991382410,0.008,0.0892,CMSDESynPUF1k
23,21601919410,0.0216,0.147,CMSDESynPUF1k
23,1343916410,0.0102,0.1012,CMSDESynPUF1k
23,21602618410,-0.0057,NA,CMSDESynPUF1k
23,21604178410,0.0239,0.1546,CMSDESynPUF1k
22,967823410,-0.1923,NA,CMSDESynPUF1k
23,21603722410,0.0068,0.0826,CMSDESynPUF1k
22,1750500410,-0.1923,NA,CMSDESynPUF1k
23,21604472410,0.0466,0.216,CMSDESynPUF1k
23,1368671410,-0.0057,NA,CMSDESynPUF1k
23,959174410,0.0068,0.0826,CMSDESynPUF1k
23,21602430410,-0.0057,NA,CMSDESynPUF1k
23,19090984410,-0.0057,NA,CMSDESynPUF1k
22,21604092410,-0.1923,NA,CMSDESynPUF1k
22,904453410,-0.1923,NA,CMSDESynPUF1k
23,21601939410,0.0295,0.172,CMSDESynPUF1k
23,914244410,-0.0057,NA,CMSDESynPUF1k
22,21603446410,0.1923,0.4469,CMSDESynPUF1k
22,1708880410,-0.1923,NA,CMSDESynPUF1k
23,917336410,0.008,0.0892,CMSDESynPUF1k
23,939259410,-0.0057,NA,CMSDESynPUF1k
23,1557272410,0.042,0.2052,CMSDESynPUF1k
23,21600628410,0.0102,0.1012,CMSDESynPUF1k
23,1741309410,0.0148,0.1216,CMSDESynPUF1k
23,1567198410,0.0068,0.0826,CMSDESynPUF1k
22,700465410,-0.1923,NA,CMSDESynPUF1k
23,938061410,-0.0057,NA,CMSDESynPUF1k
22,21602281410,-0.1923,NA,CMSDESynPUF1k
22,21601822410,0.3077,0.5653,CMSDESynPUF1k
23,21602551410,0.0068,0.0826,CMSDESynPUF1k
22,1717327410,-0.1923,NA,CMSDESynPUF1k
23,1322081410,0.0136,0.1168,CMSDESynPUF1k
23,21600892410,0.017,0.1306,CMSDESynPUF1k
22,21604812410,-0.1923,NA,CMSDESynPUF1k
23,40170862410,-0.0057,NA,CMSDESynPUF1k
23,19137312410,-0.0057,NA,CMSDESynPUF1k
23,1399177410,0.008,0.0892,CMSDESynPUF1k
23,40175754410,-0.0057,NA,CMSDESynPUF1k
23,1319133410,-0.0057,NA,CMSDESynPUF1k
23,40172457410,-0.0057,NA,CMSDESynPUF1k
23,1516766410,0.0068,0.0826,CMSDESynPUF1k
23,21603084410,-0.0057,NA,CMSDESynPUF1k
23,1715117410,-0.0057,NA,CMSDESynPUF1k
23,1110727410,-0.0057,NA,CMSDESynPUF1k
23,1301025410,-0.0057,NA,CMSDESynPUF1k
23,19090761410,0.008,0.0892,CMSDESynPUF1k
23,40175884410,-0.0057,NA,CMSDESynPUF1k
23,40227472410,-0.0057,NA,CMSDESynPUF1k
22,715233410,-0.1923,NA,CMSDESynPUF1k
22,724394410,-0.1923,NA,CMSDESynPUF1k
22,21600127410,0.2308,0.4895,CMSDESynPUF1k
22,1133201410,-0.1923,NA,CMSDESynPUF1k
22,21603366410,-0.1923,NA,CMSDESynPUF1k
22,21600316410,0.3077,0.5653,CMSDESynPUF1k
22,1503297410,0.2308,0.4895,CMSDESynPUF1k
22,40161463410,-0.1923,NA,CMSDESynPUF1k
22,40161577410,-0.1923,NA,CMSDESynPUF1k
23,941472410,-0.0057,NA,CMSDESynPUF1k
23,989301410,-0.0057,NA,CMSDESynPUF1k
23,1777087410,-0.0057,NA,CMSDESynPUF1k
23,19024227410,-0.0057,NA,CMSDESynPUF1k
23,1789515410,-0.0057,NA,CMSDESynPUF1k
23,19022003410,-0.0057,NA,CMSDESynPUF1k
23,40161684410,-0.0057,NA,CMSDESynPUF1k
23,40170385410,-0.0057,NA,CMSDESynPUF1k
23,923540410,-0.0057,NA,CMSDESynPUF1k
23,40173533410,-0.0057,NA,CMSDESynPUF1k
23,943634410,-0.0057,NA,CMSDESynPUF1k
23,40161698410,-0.0057,NA,CMSDESynPUF1k
23,40170531410,-0.0057,NA,CMSDESynPUF1k
23,1717704410,0.0091,0.0954,CMSDESynPUF1k
22,21604035410,-0.1923,NA,CMSDESynPUF1k
22,1177480410,-0.1923,NA,CMSDESynPUF1k
22,1304643410,-0.1923,NA,CMSDESynPUF1k
22,21600248410,-0.1923,NA,CMSDESynPUF1k
22,1383925410,-0.1923,NA,CMSDESynPUF1k
22,1707687410,-0.1923,NA,CMSDESynPUF1k
22,21601875410,-0.1923,NA,CMSDESynPUF1k
22,948078410,-0.1923,NA,CMSDESynPUF1k
22,21601770410,0.3077,0.5653,CMSDESynPUF1k
22,21602195410,-0.1923,NA,CMSDESynPUF1k
22,1790812410,-0.1923,NA,CMSDESynPUF1k
22,21603217410,-0.1923,NA,CMSDESynPUF1k
23,40161853410,-0.0057,NA,CMSDESynPUF1k
22,40162020410,-0.1923,NA,CMSDESynPUF1k
22,21602628410,-0.1923,NA,CMSDESynPUF1k
22,918906410,-0.1923,NA,CMSDESynPUF1k
23,1350310410,0.0091,0.0954,CMSDESynPUF1k
23,40222116410,-0.0057,NA,CMSDESynPUF1k
23,40163680410,-0.0057,NA,CMSDESynPUF1k
23,40163686410,-0.0057,NA,CMSDESynPUF1k
23,40163688410,-0.0057,NA,CMSDESynPUF1k
23,40163692410,-0.0057,NA,CMSDESynPUF1k
23,712615410,-0.0057,NA,CMSDESynPUF1k
23,1301152410,-0.0057,NA,CMSDESynPUF1k
23,21601278410,-0.0057,NA,CMSDESynPUF1k
23,21602319410,-0.0057,NA,CMSDESynPUF1k
23,1769535410,0.008,0.0892,CMSDESynPUF1k
23,40161569410,-0.0057,NA,CMSDESynPUF1k
23,21602044410,-0.0057,NA,CMSDESynPUF1k
23,40161789410,-0.0057,NA,CMSDESynPUF1k
22,21603960410,-0.1923,NA,CMSDESynPUF1k
23,1589505410,-0.0057,NA,CMSDESynPUF1k
23,1314577410,0.0068,0.0826,CMSDESynPUF1k
23,523283410,-0.0057,NA,CMSDESynPUF1k
23,21603076410,-0.0057,NA,CMSDESynPUF1k
23,985708410,-0.0057,NA,CMSDESynPUF1k
22,1506270410,-0.1923,NA,CMSDESynPUF1k
23,1377023410,-0.0057,NA,CMSDESynPUF1k
23,19046454410,-0.0057,NA,CMSDESynPUF1k
23,1308432410,-0.0057,NA,CMSDESynPUF1k
23,1703069410,-0.0057,NA,CMSDESynPUF1k
23,40161857410,0.0068,0.0826,CMSDESynPUF1k
23,19015523410,-0.0057,NA,CMSDESynPUF1k
22,992590410,-0.1923,NA,CMSDESynPUF1k
22,1118045410,-0.1923,NA,CMSDESynPUF1k
22,1396131410,-0.1923,NA,CMSDESynPUF1k
23,905223410,-0.0057,NA,CMSDESynPUF1k
23,21602776410,-0.0057,NA,CMSDESynPUF1k
23,836654410,0.0068,0.0826,CMSDESynPUF1k
23,40175916410,-0.0057,NA,CMSDESynPUF1k
23,40175842410,-0.0057,NA,CMSDESynPUF1k
23,1760616410,0.0068,0.0826,CMSDESynPUF1k
23,40172566410,-0.0057,NA,CMSDESynPUF1k
23,40161926410,-0.0057,NA,CMSDESynPUF1k
23,40172838410,-0.0057,NA,CMSDESynPUF1k
23,40170660410,-0.0057,NA,CMSDESynPUF1k
23,40163718410,-0.0057,NA,CMSDESynPUF1k
23,748010410,-0.0057,NA,CMSDESynPUF1k
22,1036228410,-0.1923,NA,CMSDESynPUF1k
22,21601060410,-0.1923,NA,CMSDESynPUF1k
23,19044337410,-0.0057,NA,CMSDESynPUF1k
22,725131410,-0.1923,NA,CMSDESynPUF1k
22,740560410,-0.1923,NA,CMSDESynPUF1k
22,21600554410,-0.1923,NA,CMSDESynPUF1k
22,21603530410,-0.1923,NA,CMSDESynPUF1k
22,40161610410,-0.1923,NA,CMSDESynPUF1k
23,21601402410,-0.0057,NA,CMSDESynPUF1k
23,40176157410,-0.0057,NA,CMSDESynPUF1k
23,21601038410,-0.0057,NA,CMSDESynPUF1k
23,40161637410,-0.0057,NA,CMSDESynPUF1k
23,749727410,-0.0057,NA,CMSDESynPUF1k
22,755695410,-0.1923,NA,CMSDESynPUF1k
22,1302398410,-0.1923,NA,CMSDESynPUF1k
23,21600361410,-0.0057,NA,CMSDESynPUF1k
23,1116109410,-0.0057,NA,CMSDESynPUF1k
23,1344143410,-0.0057,NA,CMSDESynPUF1k
22,734275410,-0.1923,NA,CMSDESynPUF1k
22,21605071410,-0.1923,NA,CMSDESynPUF1k
22,1351557410,-0.1923,NA,CMSDESynPUF1k
22,21600482410,-0.1923,NA,CMSDESynPUF1k
22,21602791410,-0.1923,NA,CMSDESynPUF1k
22,955632410,-0.1923,NA,CMSDESynPUF1k
22,19067073410,-0.1923,NA,CMSDESynPUF1k
22,1331247410,-0.1923,NA,CMSDESynPUF1k
22,1735947410,-0.1923,NA,CMSDESynPUF1k
22,19046180410,-0.1923,NA,CMSDESynPUF1k
23,1337860410,-0.0057,NA,CMSDESynPUF1k
23,40226409410,-0.0057,NA,CMSDESynPUF1k
23,21602705410,-0.0057,NA,CMSDESynPUF1k
23,21604180410,0.7034,0.8392,CMSDESynPUF1k
23,21601237410,0.6841,0.8276,CMSDESynPUF1k
23,21601665410,0.45,0.6712,CMSDESynPUF1k
23,970250410,0.0955,0.3091,CMSDESynPUF1k
23,21601463410,0.3875,0.6228,CMSDESynPUF1k
23,974166410,0.3511,0.5929,CMSDESynPUF1k
23,21604253410,0.5523,0.7436,CMSDESynPUF1k
23,21603444410,0.2682,0.5182,CMSDESynPUF1k
23,21601120410,0.0898,0.2998,CMSDESynPUF1k
23,21601238410,0.275,0.5247,CMSDESynPUF1k
23,21602471410,0.1568,0.3962,CMSDESynPUF1k
23,21600712410,0.4068,0.6382,CMSDESynPUF1k
23,21602796410,0.458,0.6771,CMSDESynPUF1k
23,19058971410,-0.0057,NA,CMSDESynPUF1k
22,21603931410,0.5385,0.7478,CMSDESynPUF1k
22,778711410,-0.1923,NA,CMSDESynPUF1k
23,21604069410,0.1807,0.4253,CMSDESynPUF1k
23,21600095410,0.3102,0.5573,CMSDESynPUF1k
22,21602674410,-0.1923,NA,CMSDESynPUF1k
22,21600961410,0.6154,0.7994,CMSDESynPUF1k
22,1112807410,0.2308,0.4895,CMSDESynPUF1k
22,1125315410,0.4231,0.6628,CMSDESynPUF1k
23,21602002410,0.1625,0.4033,CMSDESynPUF1k
22,1129625410,-0.1923,NA,CMSDESynPUF1k
22,21603395410,0.3846,0.632,CMSDESynPUF1k
22,21601783410,0.5,0.7206,CMSDESynPUF1k
23,21603550410,0.5318,0.7297,CMSDESynPUF1k
22,21603552410,0.2692,0.5288,CMSDESynPUF1k
22,21603130410,-0.1923,NA,CMSDESynPUF1k
23,930916410,0.0182,0.1349,CMSDESynPUF1k
23,21603671410,0.1716,0.4145,CMSDESynPUF1k
23,40227386410,-0.0057,NA,CMSDESynPUF1k
23,21604729410,0.267,0.5171,CMSDESynPUF1k
23,703547410,0.0818,0.2862,CMSDESynPUF1k
23,704943410,0.05,0.2237,CMSDESynPUF1k
23,21604525410,0.0091,0.0954,CMSDESynPUF1k
23,710062410,0.1636,0.4047,CMSDESynPUF1k
23,21604391410,0.0591,0.2432,CMSDESynPUF1k
23,742594410,0.0068,0.0826,CMSDESynPUF1k
23,745466410,0.0489,0.2212,CMSDESynPUF1k
23,756018410,0.0318,0.1785,CMSDESynPUF1k
23,21605009410,0.225,0.4746,CMSDESynPUF1k
23,21600491410,0.1375,0.371,CMSDESynPUF1k
23,21603057410,0.0591,0.2432,CMSDESynPUF1k
23,21603248410,0.3,0.548,CMSDESynPUF1k
23,21602104410,0.083,0.2882,CMSDESynPUF1k
23,1189596410,0.0159,0.1262,CMSDESynPUF1k
23,1317967410,0.0114,0.1067,CMSDESynPUF1k
23,21601745410,0.267,0.5171,CMSDESynPUF1k
23,21605342410,0.0364,0.1908,CMSDESynPUF1k
23,1701928410,0.0102,0.1012,CMSDESynPUF1k
23,21602055410,0.0648,0.2546,CMSDESynPUF1k
23,21602797410,0.0773,0.2781,CMSDESynPUF1k
23,21602798410,0.0773,0.2781,CMSDESynPUF1k
23,21604444410,0.0614,0.2479,CMSDESynPUF1k
23,21604456410,0.0216,0.147,CMSDESynPUF1k
23,790253410,0.0102,0.1012,CMSDESynPUF1k
23,794852410,0.0443,0.2106,CMSDESynPUF1k
23,988095410,0.0284,0.1686,CMSDESynPUF1k
23,1136980410,0.0489,0.2212,CMSDESynPUF1k
23,21604129410,0.1068,0.327,CMSDESynPUF1k
23,21601422410,0.0159,0.1262,CMSDESynPUF1k
23,21601387410,0.1466,0.3831,CMSDESynPUF1k
23,21600962410,0.1455,0.3816,CMSDESynPUF1k
23,40161077410,-0.0057,NA,CMSDESynPUF1k
23,1318011410,-0.0057,NA,CMSDESynPUF1k
23,964339410,0.0932,0.3054,CMSDESynPUF1k
23,1346686410,0.0125,0.1119,CMSDESynPUF1k
23,21604383410,0.05,0.2237,CMSDESynPUF1k
